Day,Exp,Plant,Species,label,Rds,DIgs,tds,tgs,dRds,dRgs,dtds,dtgs,SRds,SDIgs,Stds,Stgs
0.930505792,Facility_A,A,TOMATO,healthy,0.012496823999874894,1.506267820523518e-06,42.496713995348166,21.713694083609717,,,,,,,,
0.950447917,Facility_A,A,TOMATO,healthy,0.03792313400481832,5.27649580537379e-07,40.67946183917721,0.30919543746965117,,,,,,,,
0.970390042,Facility_A,A,TOMATO,healthy,0.029695089997622732,1.6928527199740352e-06,23.828062365521088,2.32261566007371,,,,,,,,
0.990335667,Facility_A,A,TOMATO,healthy,0.0015825960116309702,6.078629124951725e-07,35.78230800190435,8.614554301154044,,,,,,,,
1.010285875,Facility_A,A,TOMATO,healthy,0.0008556102773778859,1.1538263644977816e-06,21.281985162766286,18.802790772106412,,,,,,,,
1.030238417,Facility_A,A,TOMATO,healthy,0.03396428930681687,7.401595622567954e-07,28.490350529096947,10.551263101941363,,,,,,,,
1.05017825,Facility_A,A,TOMATO,healthy,0.043062620974096494,3.0238367428988885e-07,25.63177712137159,9.357514945981526,,,,,,,,
1.070121542,Facility_A,A,TOMATO,healthy,0.03343515323142741,7.982038176429892e-07,48.993602071154605,18.952978653096377,,,,,,,,
1.090072917,Facility_A,A,TOMATO,healthy,0.0006727644290487674,1.447670970715204e-06,11.812247082826339,17.875501864842366,,,,,,,,
1.110017375,Facility_A,A,TOMATO,healthy,0.05680485511525696,5.446752764970354e-07,24.158761890076903,21.119101197154475,,,,,,,,
1.129967583,Facility_A,A,TOMATO,healthy,0.03745720986112234,3.791641531957999e-08,31.29975334441821,15.52083006438033,,,,,,,,
1.1499155,Facility_A,A,TOMATO,healthy,0.05795777382198943,4.94343590940254e-07,7.446923227139813,8.70773400186898,,,,,,,,
1.169868042,Facility_A,A,TOMATO,healthy,0.07341703267577851,1.6536368027487125e-07,48.21211108241963,15.4420878882666,,,,,,,,
1.189815958,Facility_A,A,TOMATO,healthy,0.041976958664101116,7.416945501829051e-07,22.584084838668282,18.291935885733583,,,,,,,,
1.209773167,Facility_A,A,TOMATO,healthy,0.05022007806715417,2.1112571387288996e-06,47.19883345978871,12.348824234602855,,,,,,,,
1.2297315,Facility_A,A,TOMATO,healthy,0.04772571150282887,4.997189519020342e-07,50.85742849690187,18.2562694458157,,,,,,,,
1.249690958,Facility_A,A,TOMATO,healthy,0.04528566773762107,6.335537359067935e-07,1.9029908527838015,13.343303079388797,,,,,,,,
1.269658583,Facility_A,A,TOMATO,healthy,0.039719594939519084,1.1730818830033855e-06,0.9105272802416442,19.988683183473515,,,,,,,,
1.289628458,Facility_A,A,TOMATO,healthy,0.022853520194282297,1.1698189334798905e-06,47.795559993210006,12.168273396975671,,,,,,,,
1.309591417,Facility_A,A,TOMATO,healthy,0.008111118932400487,1.8996264076087198e-06,39.04763259112756,7.403826210266814,,,,,,,,
1.329561333,Facility_A,A,TOMATO,healthy,0.021940676502987057,2.609657603610531e-07,31.968237781625756,5.077489364136214,,,,,,,,
1.349530083,Facility_A,A,TOMATO,healthy,0.01905303897638047,1.4589880579733638e-06,18.61759819815806,7.759311247154154,,,,,,,,
1.369503458,Facility_A,A,TOMATO,healthy,0.06462736636476014,7.035950988681254e-07,21.119828073352473,15.583653686952635,,,,,,,,
1.389474542,Facility_A,A,TOMATO,healthy,0.030159905904023527,8.550472350431944e-08,18.417697186145563,14.240610356320122,,,,,,,,
1.409439833,Facility_A,A,TOMATO,healthy,0.04166125640056456,1.5302245418149047e-06,27.324863230872985,21.053952814416753,,,,,,,,
1.4294155,Facility_A,A,TOMATO,healthy,0.061907776470141146,9.329676890707382e-07,8.987713752995633,17.067899605422618,,,,,,,,
1.449385417,Facility_A,A,TOMATO,healthy,0.012365029188836746,7.421473121106504e-07,47.21673364183986,7.973724913348528,,,,,,,,
1.469364583,Facility_A,A,TOMATO,healthy,0.046340720813278696,1.9406457819506065e-06,28.331639832595616,12.953352292150505,,,,,,,,
1.489348375,Facility_A,A,TOMATO,healthy,0.0670831623493709,5.314911596611949e-07,48.30541208353197,8.218421430426776,,,,,,,,
1.509322917,Facility_A,A,TOMATO,healthy,0.009400767952754928,1.613843575242369e-06,32.51854579440959,17.948788283616985,,,,,,,,
1.529300917,Facility_A,A,TOMATO,healthy,0.035932268270242713,1.3547392660105803e-07,33.2639436133118,16.68575419170753,,,,,,,,
1.549288208,Facility_A,A,TOMATO,healthy,0.05490478882638423,1.3222699318361413e-06,24.4102311916472,0.3376348407068371,,,,,,,,
1.569277792,Facility_A,A,TOMATO,healthy,0.06865921581680526,7.066884409919613e-07,46.756139874086394,12.478694455353544,,,,,,,,
1.589272,Facility_A,A,TOMATO,healthy,0.07363270191060477,1.0326801994550707e-06,28.096737975230187,23.42738114197272,,,,,,,,
1.6092685,Facility_A,A,TOMATO,healthy,0.0626471608002681,8.231713402073289e-07,5.69149844986816,9.044342638967487,,,,,,,,
1.629244208,Facility_A,A,TOMATO,healthy,0.016577947360349288,1.6003974444971505e-06,5.157785199746575,16.887048603074717,,,,,,,,
1.649239583,Facility_A,A,TOMATO,healthy,0.010541538942591333,1.4114922386890793e-06,26.74257778322265,23.153490388709024,,,,,,,,
1.669219917,Facility_A,A,TOMATO,healthy,0.060061402072668794,1.341003474290837e-06,5.762152539350985,9.631632646578385,,,,,,,,
1.689215292,Facility_A,A,TOMATO,healthy,0.06313979005372898,2.2596307931581027e-06,6.824391243210782,22.63712203675853,,,,,,,,
1.709215292,Facility_A,A,TOMATO,healthy,0.04730650032520298,7.630973133756867e-08,5.225415086643583,17.73746678261985,,,,,,,,
1.72919675,Facility_A,A,TOMATO,healthy,0.03543086504789627,1.9238485540383467e-06,26.39958696472627,16.35548173623188,,,,,,,,
1.74915625,Facility_A,A,TOMATO,healthy,0.07103562703442944,9.028299268676621e-07,28.204414709428505,7.436827831801973,,,,,,,,
1.769158583,Facility_A,A,TOMATO,healthy,0.07869301255314742,4.673850515760739e-07,38.504368172023,5.478037357073323,,,,,,,,
1.789083333,Facility_A,A,TOMATO,healthy,0.030255073550742112,2.8224245999437675e-07,7.005721178793495,6.475074494110997,,,,,,,,
1.809028917,Facility_A,A,TOMATO,healthy,0.013637369101222405,2.055650217754594e-06,35.680287561113666,15.10695717913366,,,,,,,,
1.828909708,Facility_A,A,TOMATO,healthy,0.025171082084453886,2.0560234963050784e-06,18.758201119459574,0.3297221703578613,,,,,,,,
1.848755792,Facility_A,A,TOMATO,healthy,0.029313982573801547,8.041744471233058e-07,38.823096860739696,21.11003159170297,,,,,,,,
1.868528917,Facility_A,A,TOMATO,healthy,0.020416603949030065,1.8959540822531763e-06,2.1859744470536477,18.63810462016969,,,,,,,,
1.888304417,Facility_A,A,TOMATO,healthy,0.004458773381716546,8.364784239065134e-07,14.59138088592246,11.130896416859613,,,,,,,,
1.908074083,Facility_A,A,TOMATO,healthy,0.032169812485223714,1.8916101855661789e-06,5.118880798833321,6.049453843590339,,,,,,,,
1.927857625,Facility_A,A,TOMATO,healthy,0.04625230859919698,2.008293897740815e-06,25.118733092867945,17.71356622280475,,,,,,,,
1.947652792,Facility_A,A,TOMATO,healthy,0.025571201256240617,3.9417221978466236e-07,20.07369487001662,6.542715031594868,,,,,,,,
1.967439833,Facility_A,A,TOMATO,healthy,0.06777624850622192,1.3354983651329266e-06,40.58026512554933,18.54351859609984,,,,,,,,
1.98724075,Facility_A,A,TOMATO,healthy,0.056694043202193324,7.994193285466451e-08,6.565970985255441,4.627893625909747,,,,,,,,
2.007026625,Facility_A,A,TOMATO,healthy,0.04701021221676028,3.5664879519289855e-07,47.2396354541401,21.110716688057263,,,,,,,,
2.026813667,Facility_A,A,TOMATO,healthy,0.06966184307429966,9.835556938499606e-07,3.433718389440712,12.593135180139466,,,,,,,,
2.046614583,Facility_A,A,TOMATO,healthy,0.03721068931374692,9.736295642835142e-07,41.41758012151641,16.16765906172407,,,,,,,,
2.0663935,Facility_A,A,TOMATO,healthy,0.0017402240173446757,8.43768066345435e-08,43.8582462517452,11.763275118473453,,,,,,,,
2.086184042,Facility_A,A,TOMATO,healthy,0.048062554577237314,2.4964947387360184e-07,2.1624680594093637,16.92001567446484,,,,,,,,
2.105976833,Facility_A,A,TOMATO,healthy,0.026290954970831604,6.250936922218384e-07,48.58267685249461,3.309720778804723,,,,,,,,
2.125758083,Facility_A,A,TOMATO,healthy,0.033340713956645916,1.4209290138572926e-06,31.84278967981623,1.6994647487992245,,,,,,,,
2.145547458,Facility_A,A,TOMATO,healthy,0.061694679510812554,2.137999034002503e-06,12.32918208552367,13.08280515395997,,,,,,,,
2.165358792,Facility_A,A,TOMATO,healthy,0.059047385759260274,3.2672399106722496e-07,34.86315947821736,7.8271448768743745,,,,,,,,
2.185160875,Facility_A,A,TOMATO,healthy,0.04177463740030774,1.1071633576004734e-06,27.002377830803205,0.8696949703074848,,,,,,,,
2.20496875,Facility_A,A,TOMATO,healthy,0.017553705555665666,6.337809043422064e-07,26.47286590789493,0.24039300358387536,,,,,,,,
2.224783583,Facility_A,A,TOMATO,healthy,0.005891327420623572,6.844864775930213e-07,10.771385121780058,8.852432901387237,,,,,,,,
2.244599542,Facility_A,A,TOMATO,healthy,0.04111004541324584,1.7687533738594482e-07,47.718234361283066,18.228476581244834,,,,,,,,
2.264414333,Facility_A,A,TOMATO,healthy,0.04959073134588356,2.1989240168096205e-07,9.98176499567516,9.509543487763333,,,,,,,,
2.284229167,Facility_A,A,TOMATO,healthy,0.010215040606571761,1.3672926986097542e-06,34.05045810582486,14.915504633241332,,,,,,,,
2.304039333,Facility_A,A,TOMATO,healthy,0.015912569368167064,1.503786782089441e-06,14.510340949004727,16.726667780452154,,,,,,,,
2.323854167,Facility_A,A,TOMATO,healthy,0.04123820720794811,2.3663267908209467e-07,16.527718012164055,10.32720706773638,,,,,,,,
2.343672458,Facility_A,A,TOMATO,healthy,0.05880163953294938,1.197529043501663e-06,30.28794398127295,16.308239528532948,,,,,,,,
2.363484958,Facility_A,A,TOMATO,healthy,0.06143601244040149,1.9570425761956163e-06,18.05451549683092,13.215773982526976,,,,,,,,
2.383305542,Facility_A,A,TOMATO,healthy,0.0351134016161294,1.6569639195257483e-06,45.43743939075554,11.463140208260157,,,,,,,,
2.403128458,Facility_A,A,TOMATO,healthy,0.06520897298043445,9.576982831304532e-07,34.96164621684222,16.393605614223773,,,,,,,,
2.422957167,Facility_A,A,TOMATO,healthy,0.0302791782008515,1.6739564820986451e-06,18.437361205225148,18.65821173695299,,,,,,,,
2.44278125,Facility_A,A,TOMATO,healthy,0.004658957152555807,5.419552229831823e-07,13.197145108127703,10.72325501821804,,,,,,,,
2.462611125,Facility_A,A,TOMATO,healthy,0.06696889398957297,1.441741519890787e-06,1.222242763446776,15.79305685184567,,,,,,,,
2.482445583,Facility_A,A,TOMATO,healthy,0.012643324525796794,1.0848250632089105e-06,7.453210912496763,11.849468009893124,,,,,,,,
2.502287042,Facility_A,A,TOMATO,healthy,0.022684260491835622,5.459997948486625e-07,49.46834254215765,3.2670484986714095,,,,,,,,
2.522133083,Facility_A,A,TOMATO,healthy,0.050033775227857145,8.763489493178255e-07,48.583847226961474,6.192372521638233,,,,,,,,
2.541978,Facility_A,A,TOMATO,healthy,0.022800301936494818,3.239197358249809e-07,16.179007848178394,11.944088242420468,,,,,,,,
2.561815958,Facility_A,A,TOMATO,healthy,0.019426015764721565,1.972020159241987e-06,25.401438554198645,9.744970648535677,,,,,,,,
2.581663208,Facility_A,A,TOMATO,healthy,0.05865469795384612,7.782880648836411e-07,37.54018443053872,24.0339384181481,,,,,,,,
2.60151275,Facility_A,A,TOMATO,healthy,0.06506777367571928,1.4808348087027385e-06,17.3436141180934,0.14930604319298643,,,,,,,,
2.6213565,Facility_A,A,TOMATO,healthy,0.037414484989096455,4.333407339448501e-07,33.305103356931646,21.304832075264418,,,,,,,,
2.641201375,Facility_A,A,TOMATO,healthy,0.07058837827608767,1.7770849181904594e-06,40.251646635038654,15.956781021149602,,,,,,,,
2.661041667,Facility_A,A,TOMATO,healthy,0.06856632187471817,1.3129065671801855e-06,10.195919787073002,23.382464037227376,,,,,,,,
2.680890042,Facility_A,A,TOMATO,healthy,0.007909061821659319,1.9669612651531024e-06,45.53817102103501,16.279007953939306,,,,,,,,
2.700745375,Facility_A,A,TOMATO,healthy,0.04765499959714392,1.0449010416834823e-06,13.214654335308953,7.826190412338087,,,,,,,,
2.720599542,Facility_A,A,TOMATO,healthy,0.017265239097238153,2.072558397489261e-06,40.34742170519405,4.073259323492733,,,,,,,,
2.740451375,Facility_A,A,TOMATO,healthy,0.040330902436109387,1.590727629827783e-06,40.44625236347496,20.098795441577185,,,,,,,,
2.760310167,Facility_A,A,TOMATO,healthy,0.01817927658819901,6.439523639143407e-08,11.634135273524375,2.6360213559555183,,,,,,,,
2.780166667,Facility_A,A,TOMATO,healthy,0.05844855410048875,1.1988336467422037e-06,42.640393180913684,17.213504766779288,,,,,,,,
2.800022,Facility_A,A,TOMATO,healthy,0.010648536818450906,1.3820114958297386e-06,42.99700188005717,9.858059436952152,,,,,,,,
2.819880792,Facility_A,A,TOMATO,healthy,0.052491473658375816,1.7693349572951882e-06,20.065274714400505,17.41612810418608,,,,,,,,
2.839745375,Facility_A,A,TOMATO,healthy,0.026430145010992803,6.0886594929697e-07,34.48186367647432,14.223375276948227,,,,,,,,
2.859608792,Facility_A,A,TOMATO,healthy,0.016331916771764335,1.3289540935472088e-06,38.64272789242638,12.743275670642586,,,,,,,,
2.879467583,Facility_A,A,TOMATO,healthy,0.023260310335138243,1.7890315346978863e-06,30.615834353857704,18.623292910817117,,,,,,,,
2.899328708,Facility_A,A,TOMATO,healthy,0.036942880954936606,1.8047250120709568e-07,15.199495393572274,5.177121876382216,,,,,,,,
2.91919675,Facility_A,A,TOMATO,healthy,0.06450577257283542,4.180945830876962e-07,41.42727709988111,9.357381400383613,,,,,,,,
2.939057875,Facility_A,A,TOMATO,healthy,0.05670792108678045,9.67198761425348e-07,35.941138023100045,18.854114656033023,,,,,,,,
2.958919,Facility_A,A,TOMATO,healthy,0.07377608686852452,5.746522912306629e-07,18.669043744260257,7.246608165145692,,,,,,,,
2.97878125,Facility_A,A,TOMATO,healthy,0.0483932079157135,2.254365342723772e-06,43.179975103375675,0.4018476086713184,,,,,,,,
2.998644667,Facility_A,A,TOMATO,healthy,0.0054960286641488896,1.8028935498883205e-07,5.579879590963514,16.556029986762354,,,,,,,,
3.018502333,Facility_A,A,TOMATO,healthy,0.031141680414041865,2.47505518198778e-07,36.4018699958494,20.264522680337993,,,,,,,,
3.038366917,Facility_A,A,TOMATO,healthy,0.036722198942242636,4.49499975669579e-07,5.846316534652206,20.82484566052159,,,,,,,,
3.058224542,Facility_A,A,TOMATO,healthy,0.06920916461026562,1.564656428803645e-06,0.5729151641185654,2.3412802216555897,,,,,,,,
3.078085667,Facility_A,A,TOMATO,healthy,0.04441933145032538,1.5589095634310126e-06,35.117271469314844,6.750244476328026,,,,,,,,
3.097945583,Facility_A,A,TOMATO,healthy,0.041495136643919586,1.7856165772541416e-06,36.612435251587634,15.299565906086183,,,,,,,,
3.117814833,Facility_A,A,TOMATO,healthy,0.015013620308275083,1.8709222027025935e-06,17.88352619860793,9.991273010877507,,,,,,,,
3.137677083,Facility_A,A,TOMATO,healthy,0.07238992429497101,9.213810240954958e-08,19.88326746182615,0.8612666351604337,,,,,,,,
3.157542833,Facility_A,A,TOMATO,healthy,0.06418496909179223,2.693085652739671e-07,18.937507240603573,2.4932567361861806,,,,,,,,
3.177412042,Facility_A,A,TOMATO,healthy,0.028866136696302613,1.721911338751106e-06,26.08312377338565,1.9300799637421109,,,,,,,,
3.197270833,Facility_A,A,TOMATO,healthy,0.07047282932118079,2.1765595792962846e-06,46.87230867058378,9.490055140178727,,,,,,,,
3.217138875,Facility_A,A,TOMATO,healthy,0.045197514707593485,3.8456626730255257e-07,21.866408755209324,2.5404329808187955,,,,,,,,
3.237006958,Facility_A,A,TOMATO,healthy,0.017255306415124794,1.4129758450720812e-06,44.54603792724285,6.149611562713721,,,,,,,,
3.256879625,Facility_A,A,TOMATO,healthy,0.02347800127194371,8.836951086368244e-07,15.497567318103979,14.194197442204436,,,,,,,,
3.276752333,Facility_A,A,TOMATO,healthy,0.06521580589881541,1.4378597461373505e-06,4.17562979033418,7.057919854753805,,,,,,,,
3.296614583,Facility_A,A,TOMATO,healthy,0.025000828819512055,1.1870104603158047e-06,23.90069804265443,18.201158572365202,,,,,,,,
3.3164815,Facility_A,A,TOMATO,healthy,0.013152810481038356,2.10189094820793e-06,39.520301561073715,7.463671525851762,,,,,,,,
3.336348375,Facility_A,A,TOMATO,healthy,0.0600760840516839,2.076856407262241e-06,46.383730660727366,20.797649419901884,,,,,,,,
3.356222208,Facility_A,A,TOMATO,healthy,0.016119976226400094,3.5641873812989635e-07,28.07885952697124,10.584985876357779,,,,,,,,
3.376096083,Facility_A,A,TOMATO,healthy,0.06316058574924702,1.0805692240440491e-06,19.14035543297921,4.79475357754883,,,,,,,,
3.395974542,Facility_A,A,TOMATO,healthy,0.06767341310869109,1.7880176382743748e-06,42.62595153418097,6.297500641594109,,,,,,,,
3.415828708,Facility_A,A,TOMATO,healthy,0.07352964846430704,4.71492631503099e-07,28.071979768268193,3.854970285435407,,,,,,,,
3.435702542,Facility_A,A,TOMATO,healthy,0.05006379997217311,4.6939450344100985e-07,5.276151489345989,16.91483639952988,,,,,,,,
3.455570583,Facility_A,A,TOMATO,healthy,0.02859380806559696,1.4934534548644265e-06,2.576605542463095,8.318656694840124,,,,,,,,
3.475445583,Facility_A,A,TOMATO,healthy,0.05095815088391321,1.9311621979590274e-06,15.279197029384555,9.931028484150248,,,,,,,,
3.495320583,Facility_A,A,TOMATO,healthy,0.04826581394503335,1.5273984834229471e-06,25.365038964106976,14.054495130862382,,,,,,,,
3.515199083,Facility_A,A,TOMATO,healthy,0.0014902139292309522,4.3831009276573936e-07,15.069902512777489,10.582560706358061,,,,,,,,
3.535081,Facility_A,A,TOMATO,healthy,0.005688406267428262,1.923192164754135e-06,28.9884622412091,12.590920638858472,,,,,,,,
3.554952542,Facility_A,A,TOMATO,healthy,0.023124226121622828,7.837613565501183e-07,42.992041108361754,22.471611629845366,,,,,,,,
3.574833333,Facility_A,A,TOMATO,healthy,0.04788185928361063,1.4925502937918673e-06,30.23022339686337,10.810559121051835,,,,,,,,
3.594710667,Facility_A,A,TOMATO,healthy,0.056571303909067915,6.992743118444514e-07,22.592232589763405,2.9131474589572135,,,,,,,,
3.614589125,Facility_A,A,TOMATO,healthy,0.025409207630883803,1.4622750848312415e-06,20.593527416642534,0.33707489091471327,,,,,,,,
3.634460667,Facility_A,A,TOMATO,healthy,0.06287333570371138,1.7152645990961955e-06,2.090296799490927,4.417739369106445,,,,,,,,
3.654329875,Facility_A,A,TOMATO,healthy,0.059886732325061316,1.8767839220073439e-06,31.612962548242034,20.313242695291194,,,,,,,,
3.674204875,Facility_A,A,TOMATO,healthy,0.026202655112615606,1.6950761669748814e-06,1.2008464317617034,14.935590744501544,,,,,,,,
3.6940845,Facility_A,A,TOMATO,healthy,0.07114618464265995,1.232858115208581e-06,31.67427126245076,15.224603726671974,,,,,,,,
3.713960667,Facility_A,A,TOMATO,healthy,0.002584161813849794,5.818358553178136e-07,34.07296400628612,4.502944009121834,,,,,,,,
3.733849542,Facility_A,A,TOMATO,healthy,0.017267641336054552,2.5928016519327925e-07,2.4003509370140375,22.61118605898922,,,,,,,,
3.753736125,Facility_A,A,TOMATO,healthy,0.011925473419513279,8.959531581559516e-07,23.269357266476383,12.354720569378205,,,,,,,,
3.773628458,Facility_A,A,TOMATO,healthy,0.01340351527749166,8.817623923512829e-07,17.138820501296355,22.084916419083033,,,,,,,,
3.793519667,Facility_A,A,TOMATO,healthy,0.021689466894900714,7.803334767578033e-07,5.449879250701639,12.225373641332489,,,,,,,,
3.813412042,Facility_A,A,TOMATO,healthy,0.020185117991156735,1.5276205827883527e-06,39.039511410225074,10.417510176876014,,,,,,,,
3.83329975,Facility_A,A,TOMATO,healthy,0.015410366397818369,4.051829792300139e-07,33.78107150538358,12.260848835561243,,,,,,,,
3.8531875,Facility_A,A,TOMATO,healthy,0.0586756974239314,2.008772161858692e-06,10.935466288618764,17.61385832540021,,,,,,,,
3.873069458,Facility_A,A,TOMATO,healthy,0.06945615366021095,1.6830943843033356e-06,42.50260179787254,4.4801385051000615,,,,,,,,
3.892969917,Facility_A,A,TOMATO,healthy,0.03322006833278453,7.097124503531571e-08,8.069876946338244,9.206812988772082,,,,,,,,
3.912861125,Facility_A,A,TOMATO,healthy,0.07442164428886552,4.4508612669443986e-07,2.743309573666861,11.84353195469357,,,,,,,,
3.932751167,Facility_A,A,TOMATO,healthy,0.005027572399687263,3.2626585289992794e-07,20.76410478681804,11.105050361217192,,,,,,,,
3.952642375,Facility_A,A,TOMATO,healthy,0.021062257776514968,1.2120804463039237e-06,27.836342931234388,12.123063401139818,,,,,,,,
3.972530083,Facility_A,A,TOMATO,healthy,0.00450674418177709,1.0193282961699929e-07,26.704764926349096,16.160982730084594,,,,,,,,
3.992422458,Facility_A,A,TOMATO,healthy,0.03002603188684923,1.9245097846103955e-06,4.277146915843644,5.968638373561497,,,,,,,,
